"","STYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","AAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"11971","15",1,3,"2","06","03","08","1","01","08","2","03","02","05","06","01","04","07","02","2","01","03","04","05","02","02","04","06","02","01","10","07","03","03","06","05","01","08","03","02","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"11981","32",1,3,"2","03","01","07","4","01","10","1","01","01","05","06","03","05","05","03","3","01","05","03","02","03","04","03","05","01","10","01","08","01","03","07","04","03","06","04","01","01","04","5","3","1","1","01","1","1","01","1","1","1","1","06","1","3","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"noinsurance"
"11991","13",1,2,"3","03","04","06","1","03","10","1","01","01","06","05","03","05","05","03","1","01","07","01","03","02","03","04","05","01","07","04","08","03","01","08","03","04","05","03","02","01","04","6","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12001","24",1,2,"3","09","01","06","2","04","08","2","03","04","06","03","01","05","06","01","1","01","03","03","07","01","04","04","03","04","04","07","10","01","01","06","05","03","04","04","04","01","06","3","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12011","32",1,3,"3","03","01","05","1","06","10","1","01","01","04","07","02","03","08","02","1","01","04","05","03","02","02","02","07","02","06","05","07","02","03","08","03","03","05","04","02","01","05","5","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12021","23",1,2,"4","09","02","04","2","06","06","2","05","04","05","04","01","03","09","01","1","01","02","05","05","01","02","02","06","04","09","02","06","01","05","08","03","07","04","02","02","01","04","4","3","1","1","06","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12031","32",1,3,"3","03","01","06","2","04","08","2","03","04","03","06","02","04","07","03","2","02","03","04","04","02","02","02","06","03","06","05","06","03","03","08","03","05","05","02","02","02","04","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12041","31",1,1,"3","02","03","01","1","08","01","2","09","09","02","01","07","04","01","03","4","04","04","01","01","06","03","04","01","01","05","06","06","02","05","07","04","07","01","03","02","01","04","5","1","1","1","01","1","1","01","1","1","1","1","03","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"noinsurance"
"12051","32",1,3,"3","03","03","04","1","06","10","1","01","01","05","06","08","02","02","04","2","01","04","03","02","06","03","03","02","01","10","01","06","01","05","07","04","01","03","08","01","01","06","5","3","1","1","01","1","1","01","1","1","1","1","06","1","3","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"noinsurance"
"12061","32",1,3,"3","03","02","06","2","04","06","2","04","04","03","05","03","04","06","03","2","01","04","03","04","03","03","03","04","03","06","05","05","03","05","08","03","04","06","02","02","01","04","5","3","1","1","01","1","1","01","1","1","1","1","06","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"12071","16",1,3,"2","05","01","09","1","02","08","1","03","01","02","09","01","08","03","06","1","01","04","03","02","04","04","02","03","04","03","08","07","04","01","03","08","03","04","04","03","01","06","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12081","19",1,3,"3","09","01","08","2","02","08","2","03","03","04","06","02","04","06","03","2","01","05","04","02","03","03","02","06","02","04","07","07","03","03","06","05","04","04","04","01","01","05","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12091","37",1,2,"4","04","02","06","2","03","07","2","04","04","06","03","03","04","05","04","2","02","04","03","02","03","02","03","04","03","06","05","07","01","04","07","04","04","04","04","02","01","05","2","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12101","39",1,3,"3","08","02","02","2","08","06","3","03","03","04","06","02","02","09","01","1","01","04","03","05","01","02","02","08","03","09","02","07","02","04","09","02","06","04","02","02","01","03","3","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12111","21",1,3,"3","01","01","02","4","06","08","1","03","03","03","07","01","04","07","03","2","01","02","06","02","03","03","01","06","02","10","01","06","03","04","08","03","04","05","03","01","01","04","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12121","07",1,3,"3","01","02","05","2","05","07","2","03","03","04","06","03","05","04","04","2","02","04","03","03","04","03","03","04","01","05","06","07","03","02","05","06","03","03","05","02","02","06","7","1","1","1","01","1","1","01","1","1","1","1","07","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"noinsurance"
"12131","39",1,2,"4","08","02","05","2","06","07","2","03","04","05","04","02","05","06","02","1","01","04","02","07","02","02","03","06","03","05","07","06","02","05","09","02","05","04","03","02","01","04","3","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12141","32",1,3,"3","03","01","08","1","03","10","1","01","02","04","07","01","02","09","01","1","01","02","03","07","01","01","02","07","04","10","01","08","01","03","06","05","04","07","02","01","01","03","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12151","03",1,3,"2","05","01","10","1","01","10","1","01","01","05","06","01","06","05","06","1","01","01","01","05","03","01","07","03","01","01","10","10","01","01","05","06","01","01","08","01","03","09","9","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"insurance"
"12161","34",1,2,"4","06","01","10","1","01","06","1","05","05","03","04","01","04","07","01","1","03","01","04","06","03","01","01","06","04","01","10","04","03","05","08","03","06","01","05","01","01","03","6","1","1","1","07","6","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12171","39",1,2,"2","08","02","01","3","07","06","2","04","02","05","06","02","06","05","01","1","02","02","04","07","01","02","02","09","02","10","01","05","02","05","10","01","02","06","02","04","01","06","3","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12181","17",2,3,"3","08","01","06","1","05","08","1","03","01","03","08","03","02","08","01","3","01","02","02","06","03","01","01","08","01","05","06","07","02","03","08","03","01","07","04","01","01","05","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12191","15",1,2,"4","06","01","03","1","08","10","1","01","01","07","04","01","01","10","01","1","01","03","05","05","01","01","01","08","03","10","01","08","03","01","10","01","06","05","01","01","01","04","4","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12201","21",1,4,"3","01","02","04","2","07","08","2","02","02","03","08","02","03","07","01","1","01","03","06","03","01","02","03","07","03","09","02","05","03","05","09","02","04","06","02","02","01","04","5","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12211","32",1,3,"3","03","01","05","1","06","10","1","01","01","05","06","01","04","07","01","1","01","01","06","06","01","01","03","06","03","10","01","04","03","05","10","01","07","04","01","01","01","03","5","3","1","1","01","1","5","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12221","32",1,2,"3","03","01","04","4","05","06","1","05","05","02","06","01","01","10","01","1","01","05","01","06","01","01","01","06","05","10","01","07","01","04","10","01","02","07","04","01","01","05","5","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12231","35",1,3,"2","01","02","04","3","05","08","2","03","02","03","07","03","06","04","03","1","01","06","02","04","03","03","04","04","01","07","04","08","02","03","06","05","02","05","05","02","01","05","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12241","32",1,3,"3","03","02","05","2","05","08","2","03","03","05","04","02","03","07","05","1","01","03","03","02","03","03","04","04","01","03","08","07","03","02","06","05","03","06","03","03","01","05","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12251","03",1,3,"3","05","04","05","3","03","10","1","01","01","06","05","05","05","03","05","4","01","03","01","03","07","02","01","03","01","01","10","06","05","01","04","07","02","04","05","03","03","07","9","2","1","1","01","1","1","01","1","1","1","1","01","1","1","1","7","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12261","16",1,2,"3","05","02","05","2","05","08","2","03","05","05","03","01","04","07","01","1","01","10","01","01","01","04","02","06","02","08","03","07","03","02","06","05","06","04","02","01","01","04","8","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12271","02",1,4,"2","01","01","08","3","01","10","1","01","01","01","09","03","05","05","03","1","01","03","06","01","03","01","04","06","01","05","06","10","01","01","08","03","01","05","06","01","01","06","8","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12281","16",1,3,"2","05","01","09","1","02","08","1","03","01","02","09","01","08","03","06","1","01","04","03","02","04","04","02","03","04","03","08","07","04","01","03","08","03","04","04","03","01","06","8","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12291","19",1,2,"4","09","02","06","2","04","07","1","04","05","04","04","02","04","06","03","2","01","04","04","03","02","02","03","06","03","06","05","07","01","04","07","04","04","04","03","02","01","04","2","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12301","13",2,3,"3","03","03","07","1","04","07","2","04","02","01","09","02","04","07","03","2","01","05","01","04","02","03","03","04","04","03","08","06","03","03","06","05","02","05","03","04","02","06","6","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12311","11",1,3,"3","07","01","06","2","05","09","2","01","01","05","06","02","04","07","03","1","06","02","03","01","03","02","07","03","01","03","08","08","03","01","04","07","06","03","03","02","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12321","14",1,2,"3","09","02","04","2","06","05","3","05","05","03","04","02","04","07","02","1","02","04","04","04","02","02","04","04","04","08","03","07","01","04","09","02","06","05","02","01","01","03","2","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12331","36",1,2,"2","08","03","03","5","03","03","6","03","03","06","03","01","05","06","01","1","01","05","01","06","01","03","04","06","01","10","01","06","03","03","10","01","01","07","04","01","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12341","15",1,3,"2","06","01","06","2","04","08","1","03","02","03","07","02","03","08","02","1","02","03","06","03","02","02","03","07","02","02","09","09","01","02","09","02","01","05","06","01","01","05","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12351","04",1,2,"3","06","01","04","1","07","04","3","05","04","03","06","04","05","05","01","3","01","05","03","04","04","03","01","06","01","08","03","06","03","03","06","05","03","05","05","01","01","05","4","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12361","34",1,3,"3","06","01","06","2","04","08","2","03","02","05","05","01","03","08","02","1","04","03","03","04","02","03","04","05","02","05","06","07","04","02","08","03","03","06","02","03","01","05","6","1","1","4","07","1","1","01","1","1","1","1","01","1","1","1","7","1","1","1","1","1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12371","09",1,2,"4","10","02","07","2","04","06","1","05","01","06","05","01","05","06","06","1","01","05","01","01","01","04","07","01","01","05","06","06","03","05","05","06","03","04","04","03","02","06","9","1","1","1","01","1","7","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12381","37",1,2,"3","04","01","05","4","03","06","3","04","04","06","03","02","04","07","02","2","01","04","03","05","02","03","03","04","04","07","04","07","02","04","09","02","05","03","04","01","01","04","2","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12391","39",1,4,"2","08","01","06","2","05","09","2","02","02","03","07","02","04","07","01","1","01","06","02","04","01","02","04","06","02","08","03","09","02","02","10","01","03","07","03","01","01","04","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12401","36",1,2,"3","08","01","06","2","05","03","2","08","04","05","03","03","06","03","02","2","02","08","03","02","02","05","02","05","01","09","02","07","02","04","08","03","04","07","02","02","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","4","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"noinsurance"
"12411","04",1,3,"3","06","02","05","3","04","08","2","03","03","05","05","03","05","05","03","2","02","04","03","04","03","03","04","05","02","09","02","07","01","04","07","04","04","05","04","01","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12421","04",1,2,"4","06","01","10","1","01","07","1","04","04","04","04","02","07","03","01","4","01","05","01","04","01","05","03","04","01","03","08","05","03","04","06","05","04","06","01","03","01","05","4","2","1","1","06","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12431","16",1,3,"3","05","03","07","1","03","10","1","01","01","04","07","06","04","03","05","1","01","06","01","01","04","03","04","03","01","01","10","08","03","01","03","08","01","06","01","05","01","08","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12441","32",1,2,"2","03","01","04","2","06","09","1","02","05","02","06","02","02","08","03","1","01","03","04","04","02","01","02","03","07","10","01","08","01","03","10","01","08","03","01","01","01","03","5","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12451","09",1,2,"3","10","01","05","1","06","08","1","03","04","04","05","04","04","05","06","1","01","04","01","03","02","04","04","03","02","02","09","07","02","03","08","03","03","04","05","02","02","06","9","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12461","39",1,2,"1","08","01","05","2","06","08","2","03","05","03","04","02","04","07","01","1","01","03","03","07","01","02","02","06","03","07","04","07","03","03","10","01","05","04","04","01","01","04","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12471","29",1,4,"2","01","03","01","3","06","10","1","01","01","04","07","03","05","05","03","1","01","04","06","01","03","01","04","06","01","01","10","10","01","01","08","03","01","06","05","01","01","05","9","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12481","10",1,1,"5","10","02","05","2","05","08","2","03","09","02","02","01","04","07","06","1","01","03","01","03","06","04","02","02","01","02","09","07","03","02","06","05","05","02","02","05","01","07","7","1","1","1","01","1","1","01","1","1","1","5","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12491","34",1,2,"4","06","01","06","2","04","08","2","03","04","05","04","01","04","07","01","1","01","03","03","07","01","03","04","04","04","06","05","10","01","01","06","05","03","03","04","04","01","06","6","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12501","24",1,2,"5","09","01","06","1","05","06","1","05","05","05","03","01","03","08","01","1","01","04","07","01","01","01","04","06","03","10","01","06","01","05","10","01","07","03","03","01","01","03","3","2","1","1","07","1","1","01","1","1","1","4","01","1","1","1","4","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12511","18",1,4,"2","07","02","05","2","05","08","2","03","03","05","05","06","05","01","01","6","05","01","01","01","10","01","01","01","01","05","06","07","03","02","06","05","01","01","10","01","01","07","5","3","1","1","01","1","6","01","1","1","1","1","08","1","1","1","5","1","1","1","1","1",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"12521","24",2,1,"5","09","01","07","1","04","07","1","04","06","05","01","03","04","06","01","1","05","01","01","06","03","01","05","04","03","03","08","06","03","03","06","05","03","05","05","01","01","05","2","1","1","1","01","1","1","01","1","1","1","5","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12531","02",1,3,"2","01","01","07","1","04","08","3","01","02","03","07","03","05","05","02","1","01","06","03","02","01","04","03","05","01","01","10","10","01","01","06","05","03","05","05","01","01","05","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12541","29",1,4,"3","01","01","06","3","04","08","2","02","02","04","07","03","06","04","05","1","01","04","03","01","04","03","04","04","01","02","09","09","01","02","06","05","01","06","05","01","01","05","9","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12551","18",1,3,"3","07","03","06","3","03","08","3","01","01","04","07","03","04","06","04","1","03","04","02","03","05","01","03","05","01","02","09","08","03","01","07","04","06","03","03","03","01","04","5","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12561","14",1,2,"4","09","03","03","2","07","07","1","04","05","05","03","02","02","09","01","1","01","02","03","07","01","02","02","05","06","10","01","06","01","05","10","01","07","04","02","02","01","03","2","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12571","15",1,3,"3","06","01","05","1","06","10","1","01","01","04","07","02","03","08","02","1","01","04","05","03","02","02","02","07","02","06","05","07","02","03","08","03","03","05","04","02","01","05","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12581","36",1,2,"2","08","01","04","2","06","04","5","03","02","08","02","01","05","06","01","1","01","05","03","04","01","04","03","05","01","08","03","05","02","05","10","01","04","06","03","01","01","04","4","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12591","32",1,3,"2","03","04","07","2","02","06","1","05","03","02","08","02","06","05","02","1","01","04","02","06","02","02","06","05","02","10","01","09","02","02","09","02","04","06","03","02","01","04","5","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12601","32",1,3,"3","03","01","07","1","04","07","4","01","01","05","06","06","05","01","08","1","01","03","01","01","06","01","05","01","01","01","10","07","04","01","05","06","01","01","06","05","01","08","4","3","1","1","06","1","1","01","1","1","1","1","06","1","1","1","6","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"noinsurance"
"12611","39",1,2,"1","08","01","04","3","05","05","3","05","05","06","02","02","07","04","01","1","01","07","02","04","01","05","04","04","01","10","01","06","01","05","09","02","08","02","02","01","01","03","3","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12621","14",1,2,"4","09","01","03","1","08","10","1","01","01","07","04","01","01","10","01","1","01","03","05","05","01","01","01","08","03","10","01","08","03","01","10","01","06","05","01","01","01","04","2","3","1","1","01","1","1","01","1","1","1","1","05","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"12631","05",1,3,"3","05","02","06","1","05","08","1","03","02","05","05","05","06","02","05","1","01","05","01","02","03","02","06","04","01","08","03","07","02","03","06","05","02","02","09","01","01","06","7","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"noinsurance"
"12641","35",1,3,"3","01","02","05","2","06","08","2","02","01","05","06","10","01","01","06","1","01","01","01","05","04","07","01","01","01","10","01","07","03","03","09","02","01","05","06","01","01","06","7","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12651","15",2,3,"2","06","01","08","1","03","08","3","01","01","05","06","01","03","08","01","3","01","03","05","03","01","01","05","06","01","03","08","06","05","01","10","01","01","06","05","01","01","05","4","3","1","1","06","1","1","01","1","4","3","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"12661","23",1,3,"4","09","03","05","1","05","08","1","03","01","04","07","02","02","08","03","1","01","04","04","04","02","01","03","06","03","02","09","06","03","03","08","03","01","08","03","01","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"12671","16",1,3,"3","05","03","06","3","02","08","3","01","01","03","08","05","05","03","04","1","01","06","03","02","03","04","04","03","02","01","10","10","01","01","05","06","02","03","08","01","01","06","8","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"noinsurance"
"12681","23",1,4,"3","09","03","05","1","05","08","1","03","01","03","08","02","02","09","02","1","01","02","03","07","02","01","02","08","02","02","09","06","03","03","08","03","01","09","02","01","01","04","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"insurance"
"12691","09",1,3,"3","10","02","05","3","04","08","2","02","02","05","05","05","05","03","07","1","01","03","02","02","05","03","04","03","01","01","10","07","04","01","04","07","02","04","05","03","01","06","9","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
